"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"LocalSystem","사용자 입력 없이 컴퓨터에서 하드웨어 변경 내용을 인식하고 적용할 수 있습니다. 서비스를 중지하거나 사용할 수 없게 설정하면 시스템이 불안정하게 됩니다.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Manual","DeviceInstall","System.ServiceProcess.ServiceController[]","False","False","False","Device Install Service","System.ServiceProcess.ServiceController[]",".","DeviceInstall","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"","이 사용자 서비스는 Miracast, DLNA 및 전화 걸기 UI를 관리하는 데 사용됩니다","False","C:\WINDOWS\system32\svchost.exe -k DevicesFlow","Manual","DevicePickerUserSvc_7cc3d","System.ServiceProcess.ServiceController[]","False","False","False","DevicePickerUserSvc_7cc3d","System.ServiceProcess.ServiceController[]",".","DevicePickerUserSvc_7cc3d","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","224",,
"","ConnectUX 및 PC 설정에서 Wi-Fi 디스플레이 및 Bluetooth 장치와 연결하고 페어링하도록 허용합니다.","False","C:\WINDOWS\system32\svchost.exe -k DevicesFlow","Manual","DevicesFlowUserSvc_7cc3d","System.ServiceProcess.ServiceController[]","False","False","True","DevicesFlowUserSvc_7cc3d","System.ServiceProcess.ServiceController[]",".","DevicesFlowUserSvc_7cc3d","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","240",,
"LocalSystem","앱을 사용하여 백그라운드 작업이 있는 장치 검색","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","DevQueryBroker","System.ServiceProcess.ServiceController[]","False","False","False","DevQuery Background Discovery Broker","System.ServiceProcess.ServiceController[]",".","DevQueryBroker","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT Authority\LocalService","이 컴퓨터의 IP 주소 및 DNS 레코드를 등록하고 업데이트합니다. 이 서비스를 중지하면 이 컴퓨터가 동적 IP 주소 및 DNS 업데이트를 받지 않습니다. 이 서비스를 사용하지 않도록 설정하면 관련된 모든 서비스는 사용할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","Dhcp","System.ServiceProcess.ServiceController[]","False","True","True","DHCP Client","System.ServiceProcess.ServiceController[]",".","Dhcp","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Executes diagnostic actions for troubleshooting support","False","C:\WINDOWS\System32\svchost.exe -k diagnostics","Manual","diagsvc","System.ServiceProcess.ServiceController[]","False","False","False","Diagnostic Execution Service","System.ServiceProcess.ServiceController[]",".","diagsvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","연결된 사용자 환경 및 원격 분석 서비스는 응용 프로그램 내 및 연결된 사용자 환경을 지원하는 기능을 사용할 수 있도록 해 줍니다. 또한 이 서비스는 [피드백 및 진단] 아래에서 진단 및 사용 개인 정보 옵션을 사용하도록 설정한 경우 진단 및 사용 정보(Windows 플랫폼의 환경과 품질을 개선하는 데 사용됨)의 이벤트 기반 수집 및 전송을 관리합니다.","False","C:\WINDOWS\System32\svchost.exe -k utcsvc -p","Automatic","DiagTrack","System.ServiceProcess.ServiceController[]","False","True","True","Connected User Experiences and Telemetry","System.ServiceProcess.ServiceController[]",".","DiagTrack","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","대화 상자 차단 서비스","False","C:\WINDOWS\system32\svchost.exe -k DialogBlockingService","Disabled","DialogBlockingService","System.ServiceProcess.ServiceController[]","False","False","False","DialogBlockingService","System.ServiceProcess.ServiceController[]",".","DialogBlockingService","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","로컬 및 원격 디스플레이의 연결 및 구성을 관리합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","DispBrokerDesktopSvc","System.ServiceProcess.ServiceController[]","False","False","True","정책 서비스 표시","System.ServiceProcess.ServiceController[]",".","DispBrokerDesktopSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","밝기 제어와 같은 디스플레이 개선 관리를 위한 서비스.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","DisplayEnhancementService","System.ServiceProcess.ServiceController[]","False","False","True","디스플레이 개선 서비스","System.ServiceProcess.ServiceController[]",".","DisplayEnhancementService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","장치 관리를 위한 장치 등록 작업을 수행합니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","DmEnrollmentSvc","System.ServiceProcess.ServiceController[]","False","False","False","장치 관리 등록 서비스","System.ServiceProcess.ServiceController[]",".","DmEnrollmentSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","장치에서 수신한 무선 응용 프로그램 프로토콜(WAP) 푸시 메시지를 경로 지정하고 장치 관리 세션을 동기화합니다.","True","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","dmwappushservice","System.ServiceProcess.ServiceController[]","False","False","False","장치 관리 무선 응용 프로그램 프로토콜(WAP) 푸시 메시지 라우팅 서비스","System.ServiceProcess.ServiceController[]",".","dmwappushservice","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\NetworkService","DNS 클라이언트 서비스(dnscache)는 DNS(Domain Name System) 쿼리를 보내고, 쿼리 결과를 캐시하고, 네트워크에 컴퓨터의 전체 이름을 등록합니다. 이 서비스를 중지할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k NetworkService -p","Automatic","Dnscache","System.ServiceProcess.ServiceController[]","False","False","False","DNS Client","System.ServiceProcess.ServiceController[]",".","Dnscache","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT Authority\NetworkService","콘텐츠 전송 최적화 작업을 수행합니다.","True","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","AutomaticDelayedStart","DoSvc","System.ServiceProcess.ServiceController[]","False","False","True","Delivery Optimization","System.ServiceProcess.ServiceController[]",".","DoSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"localSystem","유선 자동 구성(DOT3SVC) 서비스는 이더넷 인터페이스에서 IEEE 802.1X 인증을 수행합니다. 현재 유선 네트워크 배포에서 802.1X 인증을 적용하는 경우 계층 2 연결을 설정하거나 네트워크 리소스에 대한 액세스를 제공하도록 DOT3SVC 서비스를 구성해야 합니다. 802.1X 인증을 적용하지 않는 유선 네트워크 연결은 DOT3SVC 서비스의 영향을 받지 않습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","dot3svc","System.ServiceProcess.ServiceController[]","False","False","False","Wired AutoConfig","System.ServiceProcess.ServiceController[]",".","dot3svc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","진단 정책 서비스에서 Windows 구성 요소에 대해 문제 검색, 문제 해결 및 방법을 사용합니다. 이 서비스를 중지하면 진단 기능이 더 이상 작동하지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p","Automatic","DPS","System.ServiceProcess.ServiceController[]","False","True","True","Diagnostic Policy Service","System.ServiceProcess.ServiceController[]",".","DPS","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","장치 관련 소프트웨어를 검색, 다운로드 및 설치할 수 있도록 합니다. 이 서비스를 사용하지 않도록 설정하면 장치가 오래된 소프트웨어로 구성될 수 있으며 제대로 작동하지 않을 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","DsmSvc","System.ServiceProcess.ServiceController[]","False","False","False","Device Setup Manager","System.ServiceProcess.ServiceController[]",".","DsmSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","응용 프로그램 간에 데이터 브로커링을 제공합니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","DsSvc","System.ServiceProcess.ServiceController[]","False","False","True","Data Sharing Service","System.ServiceProcess.ServiceController[]",".","DsSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem",,"False","C:\WINDOWS\System32\DTS\PC\APO4x\DtsApo4Service.exe","Automatic","DtsApo4Service","System.ServiceProcess.ServiceController[]","False","True","True","DtsApo4Service","System.ServiceProcess.ServiceController[]",".","DtsApo4Service","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"NT Authority\LocalService","네트워크 데이터 사용량, 데이터 제한, 배경 데이터 제한, 데이터 통신 연결 네트워크","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s DusmSvc","Automatic","DusmSvc","System.ServiceProcess.ServiceController[]","False","False","True","데이터 사용량","System.ServiceProcess.ServiceController[]",".","DusmSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"localSystem","EAP(확장할 수 있는 인증 프로토콜) 서비스는 802.1x 유선 및 무선, VPN 및 NAP(네트워크 액세스 보호) 등의 방법으로 네트워크 인증을 제공합니다. 또한 인증 과정 중 무선 및 VPN 클라이언트를 비롯한 네트워크 액세스 클라이언트가 사용하는 API(응용 프로그램 프로그래밍 인터페이스)를 제공합니다. 이 서비스를 사용하지 않도록 설정하면 EAP 인증이 필요한 네트워크에 액세스하지 못합니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","EapHost","System.ServiceProcess.ServiceController[]","False","False","False","Extensible Authentication Protocol","System.ServiceProcess.ServiceController[]",".","EapHost","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","Microsoft 소프트웨어를 최신 상태로 유지합니다. 이 서비스를 사용하지 않거나 중지하면 Microsoft 소프트웨어가 최신 상태로 유지되지 않으며 문제가 발생할 수 있는 보안 취약성은 해결할 수 없으며 기능이 작동하지 않을 수 있습니다. 이 서비스는 사용되고 있는 Microsoft 소프트웨어가 없을 때 자체적으로 제거됩니다.","True","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc","AutomaticDelayedStart","edgeupdate","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Edge Update Service (edgeupdate)","System.ServiceProcess.ServiceController[]",".","edgeupdate","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","Microsoft 소프트웨어를 최신 상태로 유지합니다. 이 서비스를 사용하지 않거나 중지하면 Microsoft 소프트웨어가 최신 상태로 유지되지 않으며 문제가 발생할 수 있는 보안 취약성은 해결할 수 없으며 기능이 작동하지 않을 수 있습니다. 이 서비스는 사용되고 있는 Microsoft 소프트웨어가 없을 때 자체적으로 제거됩니다.","True","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /medsvc","Manual","edgeupdatem","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Edge Update Service (edgeupdatem)","System.ServiceProcess.ServiceController[]",".","edgeupdatem","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","암호화된 파일을 NTFS 파일 시스템 볼륨에 저장하는 데 사용되는 핵심 파일 암호화 기술을 제공합니다. 이 서비스를 중지하거나 사용하지 않도록 설정하면 응용 프로그램에서 암호화된 파일에 액세스하지 못하게 됩니다.","False","C:\WINDOWS\System32\lsass.exe","Manual","EFS","System.ServiceProcess.ServiceController[]","False","False","False","Encrypting File System (EFS)","System.ServiceProcess.ServiceController[]",".","EFS","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","포함된 모드 서비스에서 백그라운드 응용 프로그램 관련 시나리오를 사용할 수 있습니다. 이 서비스를 사용하지 않으면 백그라운드 응용 프로그램이 활성화되지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","embeddedmode","System.ServiceProcess.ServiceController[]","False","False","False","포함된 모드","System.ServiceProcess.ServiceController[]",".","embeddedmode","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
